mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente,segment_id,n_attraversamenti,n_semafori,n_stop,n_incroci,n_autovelox,n_lampioni,maxspeed_med
5,Sabato,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,Assente,Sereno,11.440585020391516,45.78481510644505,0,111.0,0,0,0,0,2,0,70
12,Giovedì,Sera,LASTEBASSE,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Temporanea di cantiere,Pioggia,11.302105595339524,45.90930711235048,0,155.0,0,0,0,0,0,0,50
1,Mercoledì,Sera,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Assente,Pioggia,11.370131214146124,45.83979960446269,0,165.0,2,0,0,0,0,0,50
12,Martedì,Notte,ZANE',SP 349 Costo,Rotatoria,Bagnato,Assente,Sereno,11.44158896532299,45.73626365516824,0,125.0,2,1,0,0,0,11,50
5,Sabato,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione non segnalata,Bagnato,Verticale,Vento forte,11.257197244397917,45.74334916547265,0,11.0,8,0,1,0,0,0,50
10,Lunedì,Sera,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.504296231922511,45.58437065325288,0,42.0,7,0,1,0,0,20,50
12,Venerdì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Verticale,Altro,11.420825573682396,45.785126378832906,0,175.0,6,1,6,0,0,0,50
8,Giovedì,Pomeriggio,THIENE,SP 349 var Costo Variante,Galleria illuminata,Asciutto,Assente,Sereno,11.45940464810378,45.69827681691709,0,149.0,2,0,0,0,0,0,50
8,Domenica,Sera,ROANA,SP 349 Costo,Intersezione segnalata,Sdrucciolevole,Assente,Neve,11.436315946935888,45.94491685149763,0,87.0,0,0,0,0,0,0,50
9,Martedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Bagnato,Temporanea di cantiere,Altro,11.26965314962606,45.735463205342576,0,12.0,2,0,0,0,0,0,50
3,Domenica,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione non segnalata,Sdrucciolevole,Assente,Neve,11.42903167754326,45.75206469748587,0,96.0,9,0,3,0,0,0,50
3,Sabato,Mattino,VILLAVERLA,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Nebbia,11.492110030452915,45.64355833636952,0,139.0,11,0,4,0,2,0,50
5,Mercoledì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Curva,Asciutto,Orizzontale,Sereno,11.250802667489143,45.74373468619119,0,10.0,0,0,0,0,0,0,50
6,Domenica,Sera,ROANA,SP 349 Costo,Rotatoria,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.440704996980282,45.84260218427493,0,120.0,0,0,2,0,0,0,50
9,Martedì,Mattino,VICENZA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.494279497465724,45.566017176712315,0,54.0,0,0,0,0,0,0,90
4,Mercoledì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Assente,Sereno,11.227566138972298,45.75131266391385,0,8.0,0,0,0,0,0,0,70
7,Venerdì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rotatoria,Sdrucciolevole,Assente,Altro,11.386115511774118,45.79770328582383,0,172.0,0,0,1,0,0,0,90
1,Giovedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.432959206841652,45.81616336380576,0,101.0,0,0,0,0,0,0,45
1,Mercoledì,Sera,VILLAVERLA,SP 349 Costo,Pendenza,Asciutto,Assente,Sereno,11.491450222420212,45.63576375546747,0,141.0,3,0,2,0,0,0,50
11,Sabato,Notte,COSTABISSARA,SP 046 Pasubio,Intersezione non segnalata,Bagnato,Assente,Sereno,11.49943818444625,45.59000636338763,0,42.0,7,0,1,0,0,20,50
4,Martedì,Mattino,ROANA,SP 349 Costo,Curva,Asciutto,Orizzontale,Sereno,11.465042298197636,45.90081127423034,0,81.0,0,0,0,0,0,0,50
7,Martedì,Mattino,SANTORSO,SP 349 Costo,Galleria illuminata,Bagnato,Temporanea di cantiere,Nebbia,11.3834656257317,45.73148287949688,0,74.0,6,1,0,0,0,0,50
9,Martedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Dosso,Bagnato,Orizzontale,Vento forte,11.427489019198216,45.79563726380823,0,108.0,0,0,0,0,2,0,70
4,Mercoledì,Pomeriggio,SCHIO,SP 046 var Torrebelvicino,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.332609629419766,45.71341826948282,0,71.0,0,0,0,0,0,0,70
9,Martedì,Mattino,TORREBELVICINO,SP 046 Pasubio,Galleria illuminata,Bagnato,Temporanea di cantiere,Pioggia,11.299360564863688,45.71904826969886,0,15.0,0,0,0,0,0,0,50
9,Mercoledì,Mattino,VICENZA,SP 046 Pasubio,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.498422274619571,45.555817477024895,0,46.0,0,0,0,0,0,0,90
5,Mercoledì,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Temporanea di cantiere,Pioggia,11.377578461731208,45.8014511271029,0,171.0,1,0,3,0,0,0,50
6,Lunedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.359351102112154,45.8777263849034,0,161.0,0,0,0,0,0,0,50
4,Domenica,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Dosso,Sdrucciolevole,Orizzontale,Altro,11.423027685880454,45.784333284373695,0,175.0,6,1,6,0,0,0,50
10,Sabato,Sera,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.472187546706396,45.88588764827417,0,79.0,0,0,0,0,0,0,50
12,Venerdì,Notte,ASIAGO,SP 349 Costo,Intersezione non segnalata,Bagnato,Verticale,Sereno,11.490261760523437,45.878704492897285,0,77.0,0,0,0,0,0,0,50
12,Mercoledì,Sera,ASIAGO,SP 349 Costo,Dosso,Asciutto,Assente,Sereno,11.389012569165985,45.95157571496794,0,92.0,0,0,0,0,0,0,50
10,Giovedì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Bagnato,Verticale,Sereno,11.425126583302106,45.78356626735443,0,175.0,6,1,6,0,0,0,50
5,Venerdì,Notte,COSTABISSARA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Verticale,Sereno,11.4938431410015,45.60280864481338,0,37.0,11,0,0,0,0,12,50
3,Sabato,Notte,PIOVENE ROCCHETTE,SP 349 Costo,Pendenza,Bagnato,Orizzontale,Sereno,11.434928807160576,45.74513929125689,0,97.0,7,0,0,0,0,0,50
11,Lunedì,Notte,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Sdrucciolevole,Temporanea di cantiere,Altro,11.43628840483247,45.75632354917457,0,122.0,12,0,0,0,0,0,50
4,Giovedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.264694987939237,45.91702352685763,0,151.0,0,0,0,0,0,0,50
5,Sabato,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Bagnato,Assente,Sereno,11.415336083281153,45.65742230316317,0,22.0,4,1,2,0,0,20,50
2,Lunedì,Sera,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Temporanea di cantiere,Nebbia,11.504243522881303,45.54740288778898,0,45.0,0,0,0,0,0,0,70
1,Lunedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Assente,Sereno,11.50781293530702,45.53755849870047,0,64.0,0,0,0,0,0,6,90
5,Martedì,Pomeriggio,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.50690696048925,45.5445754156404,0,50.0,0,0,0,0,0,0,90
7,Domenica,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Sereno,11.430607254506231,45.81543630317392,0,102.0,0,0,0,0,2,0,70
1,Martedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.47204972444626,45.609607250606395,0,31.0,0,0,0,0,0,0,60
11,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.497474288500392,45.59230631578982,0,41.0,4,0,0,0,0,31,50
2,Sabato,Notte,TORREBELVICINO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Verticale,Pioggia,11.284213216610627,45.72215904197526,0,14.0,0,0,0,0,0,0,30
12,Mercoledì,Notte,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.403464063570024,45.67585124390583,0,19.0,5,0,0,0,0,3,50
4,Venerdì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Verticale,Sereno,11.246898330839262,45.74398256806019,0,10.0,0,0,0,0,0,0,50
5,Giovedì,Notte,VICENZA,SP 046 Pasubio,Dosso,Bagnato,Verticale,Sereno,11.506411674630948,45.54492999542705,0,57.0,0,0,0,0,0,0,90
2,Sabato,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.206126466562482,45.75954697026726,0,5.0,0,0,0,0,0,0,50
10,Venerdì,Mattino,MALO,SP 046 Pasubio,Pendenza,Asciutto,Orizzontale,Sereno,11.408638248755045,45.664149248600374,0,21.0,8,0,0,0,0,37,50
9,Domenica,Pomeriggio,ZANE',SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Altro,11.444749457676528,45.73229902480107,0,125.0,2,1,0,0,0,11,50
1,Martedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.264402392169796,45.917170214286905,0,151.0,0,0,0,0,0,0,50
2,Lunedì,Notte,SANTORSO,SP 349 Costo,Intersezione non segnalata,Bagnato,Orizzontale,Sereno,11.38534597404844,45.73196749493118,0,74.0,6,1,0,0,0,0,50
8,Giovedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Orizzontale,Sereno,11.35950676902092,45.876752104433635,0,161.0,0,0,0,0,0,0,50
11,Venerdì,Notte,CALDOGNO,SP 349 Costo,Dosso,Sdrucciolevole,Assente,Pioggia,11.491367898911856,45.6241849696806,0,142.0,0,0,0,0,0,0,90
2,Domenica,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Verticale,Pioggia,11.3613334100963,45.80433170909226,0,170.0,0,0,5,0,0,0,50
3,Venerdì,Sera,ASIAGO,SP 349 Costo,Intersezione non segnalata,Asciutto,Verticale,Sereno,11.497270001385768,45.87798045609074,0,76.0,5,0,4,0,0,0,50
7,Lunedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione segnalata,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.360963315675892,45.8736201466474,0,161.0,0,0,0,0,0,0,50
2,Domenica,Sera,ASIAGO,SP 349 Costo,Dosso,Asciutto,Assente,Sereno,11.434634501567327,45.947277908175536,0,87.0,0,0,0,0,0,0,50
1,Giovedì,Notte,ROANA,SP 349 Costo,Galleria illuminata,Asciutto,Assente,Sereno,11.472106534279892,45.88635998488446,0,79.0,0,0,0,0,0,0,50
6,Venerdì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Pioggia,11.4521239814998,45.62392986777495,0,28.0,4,0,0,0,0,5,50
9,Mercoledì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Dosso,Bagnato,Assente,Pioggia,11.429005302777671,45.751342679482974,0,93.0,12,5,2,0,3,0,50
5,Domenica,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4330227568037,45.79678151574282,0,106.0,0,0,0,0,0,0,70
4,Sabato,Notte,MALO,SP 046 Pasubio,Curva,Asciutto,Orizzontale,Sereno,11.427122271997892,45.6440097333255,0,24.0,8,1,0,0,0,13,50
6,Martedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Sdrucciolevole,Verticale,Pioggia,11.424954442781624,45.80855535774613,0,103.0,0,0,0,0,0,0,70
7,Giovedì,Notte,VILLAVERLA,SP 349 Costo,Dosso,Bagnato,Orizzontale,Pioggia,11.49137959364748,45.66236869826777,0,138.0,0,0,0,0,0,193,90
2,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Verticale,Sereno,11.44171597308178,45.78231070274795,0,113.0,0,0,0,0,0,0,70
2,Venerdì,Notte,VALDASTICO,SP 350 Val d'Astico,Dosso,Asciutto,Orizzontale,Sereno,11.337987999477203,45.8948648652427,0,158.0,0,0,0,0,0,0,50
3,Sabato,Pomeriggio,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.491681807186138,45.631914276497,0,142.0,0,0,0,0,0,0,90
12,Lunedì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.222614644111584,45.75400695797514,0,7.0,1,0,0,0,0,0,45
9,Giovedì,Mattino,SANTORSO,SP 349 Costo,Rotatoria,Asciutto,Verticale,Nebbia,11.40034992127267,45.735805199139115,0,75.0,4,0,0,0,0,0,70
2,Mercoledì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Dosso,Asciutto,Verticale,Sereno,11.438522126455576,45.78703455320459,0,111.0,0,0,0,0,2,0,70
4,Martedì,Sera,COSTABISSARA,SP 046 Pasubio,Dosso,Bagnato,Verticale,Pioggia,11.499002970440513,45.59052436521134,0,42.0,7,0,1,0,0,20,50
5,Giovedì,Sera,LASTEBASSE,SP 350 Val d'Astico,Incrocio,Bagnato,Verticale,Pioggia,11.313344232450213,45.905514894910326,0,156.0,1,0,0,0,0,0,50
11,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Bagnato,Assente,Pioggia,11.441808844240072,45.78348165843443,0,112.0,0,0,0,0,2,0,70
12,Sabato,Sera,THIENE,SP 349 var Costo Variante,Incrocio,Sdrucciolevole,Orizzontale,Pioggia,11.45633526552899,45.70140047544388,0,148.0,0,0,0,0,0,0,50
3,Venerdì,Mattino,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.436381989672954,45.82808349841077,0,100.0,0,0,0,0,0,0,70
1,Venerdì,Pomeriggio,ZANE',SP 349 var Costo Variante,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.444225150692764,45.70937768873163,0,147.0,0,0,0,0,0,0,90
4,Martedì,Sera,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Sdrucciolevole,Temporanea di cantiere,Neve,11.321961171270445,45.902489188864095,0,157.0,0,0,0,0,0,0,50
7,Lunedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Galleria illuminata,Sdrucciolevole,Orizzontale,Altro,11.373621782118072,45.803186667154584,0,171.0,1,0,3,0,0,0,50
10,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.426618085611844,45.773019577595065,0,177.0,3,0,3,0,0,0,50
5,Sabato,Sera,MALO,SP 046 Pasubio,Rettilineo,Sdrucciolevole,Verticale,Altro,11.419042866070116,45.6527582028473,0,22.0,4,1,2,0,0,20,50
4,Giovedì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Altro,11.303230607728674,45.90876769841697,0,155.0,0,0,0,0,0,0,50
3,Lunedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Verticale,Sereno,11.364136299232133,45.81940377247433,0,168.0,0,0,0,0,0,0,50
1,Lunedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Bagnato,Temporanea di cantiere,Pioggia,11.361686210251912,45.857749608399274,0,163.0,2,0,1,0,0,0,50
1,Giovedì,Notte,TORREBELVICINO,SP 046 Pasubio,Dosso,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.275431636125502,45.73163831269249,0,13.0,1,0,0,0,0,0,30
6,Martedì,Sera,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.463678805371677,45.90173192743065,0,81.0,0,0,0,0,0,0,50
8,Giovedì,Sera,ROANA,SP 349 Costo,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.441220741838608,45.84267362243613,0,120.0,0,0,2,0,0,0,50
1,Lunedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Rotatoria,Bagnato,Assente,Sereno,11.201863782378556,45.76034082424053,0,5.0,0,0,0,0,0,0,50
11,Martedì,Mattino,ROANA,SP 349 Costo,Curva,Asciutto,Temporanea di cantiere,Sereno,11.46719878959446,45.89753753576016,0,81.0,0,0,0,0,0,0,50
12,Domenica,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Nebbia,11.288892264332292,45.912902924188344,0,153.0,0,0,0,0,0,0,50
8,Martedì,Sera,TORREBELVICINO,SP 046 var Torrebelvicino,Pendenza,Bagnato,Temporanea di cantiere,Pioggia,11.309887956586458,45.7150652556939,0,69.0,2,2,1,0,0,0,50
7,Sabato,Notte,ZANE',SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Pioggia,11.450523126825196,45.72375469313357,0,126.0,4,6,0,1,0,0,50
7,Sabato,Sera,ROANA,SP 349 Costo,Intersezione non segnalata,Bagnato,Verticale,Sereno,11.48499857747924,45.880165229155274,0,78.0,0,0,1,0,0,0,50
5,Lunedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.312083458450044,45.90727560535544,0,155.0,0,0,0,0,0,0,50
3,Martedì,Pomeriggio,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Sereno,11.487101513935755,45.88018256881235,0,78.0,0,0,1,0,0,0,50
5,Venerdì,Pomeriggio,ASIAGO,SP 349 Costo,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.493289514595377,45.88013883599799,0,77.0,0,0,0,0,0,0,50
9,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Asciutto,Verticale,Sereno,11.428237433304648,45.7823623405059,0,176.0,0,0,0,0,0,0,20
8,Domenica,Sera,VICENZA,SP 046 Pasubio,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.505621534291414,45.5785870715061,0,49.0,0,0,0,0,0,0,90
9,Martedì,Mattino,ASIAGO,SP 349 Costo,Curva,Asciutto,Verticale,Sereno,11.498173103384344,45.87722578111063,0,76.0,5,0,4,0,0,0,50
8,Mercoledì,Mattino,ASIAGO,SP 349 Costo,Pendenza,Asciutto,Assente,Sereno,11.423524197987495,45.95008126814121,0,88.0,0,0,0,0,0,0,50
1,Mercoledì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Assente,Sereno,11.388467848881048,45.79713673084584,0,172.0,0,0,1,0,0,0,90
8,Mercoledì,Notte,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,Verticale,Sereno,11.438314687273412,45.75833315228694,0,179.0,10,0,4,0,1,0,50
11,Venerdì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Curva,Bagnato,Temporanea di cantiere,Vento forte,11.209098206010514,45.75881938803025,0,6.0,0,0,0,0,0,0,50
8,Martedì,Mattino,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.46870862319962,45.894944634239266,0,80.0,0,0,0,0,0,0,50
7,Giovedì,Sera,ROANA,SP 349 Costo,Dosso,Asciutto,Temporanea di cantiere,Altro,11.455400734780072,45.916446216666195,0,83.0,0,0,0,0,0,0,50
3,Venerdì,Sera,COSTABISSARA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.49678883866896,45.573534716949496,0,48.0,0,0,0,0,0,0,90
10,Lunedì,Notte,ASIAGO,SP 349 Costo,Dosso,Bagnato,Orizzontale,Sereno,11.429622959429334,45.94953418639672,0,88.0,0,0,0,0,0,0,50
6,Sabato,Notte,ROANA,SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Altro,11.453435657375543,45.918832567744275,0,83.0,0,0,0,0,0,0,50
4,Mercoledì,Notte,VICENZA,SP 046 Pasubio,Intersezione segnalata,Bagnato,Orizzontale,Vento forte,11.494389312155596,45.56518770332073,0,54.0,0,0,0,0,0,0,90
6,Domenica,Pomeriggio,ASIAGO,SP 349 Costo,Dosso,Sdrucciolevole,Verticale,Pioggia,11.429955294498614,45.949473226272126,0,88.0,0,0,0,0,0,0,50
2,Domenica,Notte,ISOLA VICENTINA,SP 046 Pasubio,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.46982276965728,45.61124636383214,0,30.0,2,4,0,0,0,1,50
12,Venerdì,Sera,COSTABISSARA,SP 046 Pasubio,Pendenza,Asciutto,Orizzontale,Sereno,11.501178137975966,45.58798654838932,0,42.0,7,0,1,0,0,20,50
9,Sabato,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Asciutto,Verticale,Sereno,11.2554898915721,45.74361990318814,0,11.0,8,0,1,0,0,0,50
4,Giovedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Nebbia,11.21595703558144,45.754450937515415,0,7.0,1,0,0,0,0,0,45
10,Domenica,Pomeriggio,ASIAGO,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Sereno,11.494184113009153,45.86818278414893,0,134.0,0,0,0,0,0,0,70
1,Mercoledì,Mattino,SANTORSO,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.388283708865435,45.73271390421463,0,74.0,6,1,0,0,0,0,50
5,Lunedì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.398341270371755,45.79261951316992,0,173.0,0,0,1,0,0,0,90
8,Domenica,Mattino,TORREBELVICINO,SP 046 Pasubio,Galleria illuminata,Bagnato,Temporanea di cantiere,Sereno,11.297610219543982,45.718932002751465,0,15.0,0,0,0,0,0,0,50
1,Sabato,Sera,MARANO VICENTINO,SP 349 var Costo Variante,Incrocio,Asciutto,Assente,Sereno,11.438464191933509,45.712286238353336,0,146.0,0,0,0,1,0,0,40
9,Mercoledì,Sera,MALO,SP 046 Pasubio,Dosso,Asciutto,Orizzontale,Sereno,11.433739600195675,45.63875683739294,0,24.0,8,1,0,0,0,13,50
10,Venerdì,Sera,VICENZA,SP 046 Pasubio,Galleria illuminata,Bagnato,Temporanea di cantiere,Vento forte,11.499532272818255,45.55408284120942,0,55.0,0,0,0,0,0,0,50
8,Lunedì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.445863453888352,45.627578746548295,0,28.0,4,0,0,0,0,5,50
3,Mercoledì,Sera,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.355823660043514,45.88299520274733,0,160.0,1,0,1,0,0,0,50
9,Sabato,Notte,ROANA,SP 349 Costo,Galleria illuminata,Asciutto,Verticale,Sereno,11.435591177903667,45.831012308497,0,100.0,0,0,0,0,0,0,70
5,Venerdì,Notte,VALDASTICO,SP 350 Val d'Astico,Curva,Asciutto,Temporanea di cantiere,Sereno,11.363269042996745,45.853316396618645,0,164.0,0,0,0,0,0,0,50
9,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Intersezione non segnalata,Bagnato,Orizzontale,Pioggia,11.479548703423324,45.8696220640539,0,132.0,17,0,5,0,0,0,50
8,Lunedì,Sera,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.362057921183926,45.872433930288366,0,162.0,1,0,1,0,0,0,50
2,Domenica,Pomeriggio,TORREBELVICINO,SP 046 var Torrebelvicino,Dosso,Bagnato,Orizzontale,Altro,11.327944315259224,45.71362270613269,0,71.0,0,0,0,0,0,0,70
1,Giovedì,Mattino,ROANA,SP 349 Costo,Rettilineo,Innevato,Temporanea di cantiere,Neve,11.440900278441838,45.93695507565164,0,86.0,0,0,0,0,0,0,50
1,Domenica,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Asciutto,Orizzontale,Nebbia,11.42827018213792,45.77644985713922,0,176.0,0,0,0,0,0,0,20
1,Mercoledì,Notte,VICENZA,SP 046 Pasubio,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.508298878950589,45.542151118295045,0,62.0,0,0,0,0,0,0,90
12,Venerdì,Mattino,TORREBELVICINO,SP 046 var Torrebelvicino,Intersezione non segnalata,Asciutto,Verticale,Sereno,11.312013405431792,45.71447301945563,0,69.0,2,2,1,0,0,0,50
11,Lunedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Dosso,Asciutto,Assente,Nebbia,11.43380519890166,45.7942628278325,0,108.0,0,0,0,0,2,0,70
3,Martedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Asciutto,Orizzontale,Sereno,11.43362182709232,45.79609977336872,0,106.0,0,0,0,0,0,0,70
4,Lunedì,Notte,ROANA,SP 349 Costo,Curva,Asciutto,Verticale,Sereno,11.438659923377337,45.82249504814644,0,101.0,0,0,0,0,0,0,45
9,Martedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Sereno,11.268592804131233,45.916200598749406,0,151.0,0,0,0,0,0,0,50
8,Mercoledì,Sera,VICENZA,SP 046 Pasubio,Rettilineo,Bagnato,Temporanea di cantiere,Pioggia,11.508063425704588,45.541395338586845,0,60.0,0,0,0,0,0,0,70
7,Martedì,Notte,VICENZA,SP 046 Pasubio,Galleria illuminata,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.506849873082656,45.544015226546975,0,57.0,0,0,0,0,0,0,90
12,Martedì,Mattino,ROANA,SP 349 Costo,Pendenza,Bagnato,Verticale,Sereno,11.440833403441967,45.93702461226874,0,86.0,0,0,0,0,0,0,50
8,Sabato,Notte,LASTEBASSE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.299673616780892,45.910554449693066,0,154.0,0,0,0,0,0,0,50
9,Domenica,Mattino,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Orizzontale,Sereno,11.491638721218791,45.63730338529741,0,141.0,3,0,2,0,0,0,50
7,Martedì,Notte,VICENZA,SP 046 Pasubio,Dosso,Asciutto,Orizzontale,Nebbia,11.494082758231936,45.56924901529841,0,47.0,0,0,0,0,0,0,90
7,Martedì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rotatoria,Asciutto,Temporanea di cantiere,Sereno,11.494392424003072,45.60149927001479,0,39.0,12,0,0,0,0,20,50
4,Giovedì,Mattino,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.441413477887751,45.93600502257215,0,86.0,0,0,0,0,0,0,50
